source_url,classification_id,device_name,regulation_description,medical_specialty,review_panel,product_code,premarket_review,submission_type,regulation_number,device_class,gmp_exempt,summary_malfunction_reporting_eligible,implanted_device,life_support_device,third_party_review_eligible,page_last_updated
https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfpcd/classification.cfm?id=5655,5655,"Device equipment, traction, powered",Power traction equipment.,Physical Medicine,Physical Medicine,ITH,Office of Neurological and Physical Medicine Devices (OHT5) / Neuromodulation and Physical Medicine Devices (DHT5B),510(k),21 CFR 890.5900,2,No,Yes,No,No,Yes,2026-04-06
