regulation_number,title,identification,classification,source_url
21 CFR 890.5900,Power traction equipment,"Powered traction equipment consists of powered devices intended for medical purposes for use in conjunction with traction accessories, such as belts and harnesses, to exert therapeutic pulling forces on the patient's body.",Class II (performance standards).,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-H/part-890/subpart-F/section-890.5900
